time,delaytime,throughput,
148.427,0,0,
214.271,0,1,
321.385,0,2,
475.259,0,3,
967.284,0,4,
1120.76,0,5,
1238.3,0,6,
1584.49,0,7,
1669.69,0,8,
2106.82,0,9,
2196,0,10,
2361.28,0,11,
2778.85,0,12,
2980.99,0,13,
3308.19,0,14,
3381.1,0,15,
3387.66,0,16,
3741.89,0,17,
4063.42,0,18,
4236.54,0,19,
4298.89,0,20,
4645.9,0,21,
4703.73,5.84529,22,
4793.85,5.84529,23,
4892.82,5.6288,24,
4954.92,5.6288,25,
5209.68,5.42777,26,
5318.49,5.42777,27,
5486.21,5.06592,28,
5599.01,5.06592,29,
5776.46,4.7493,30,
5832.69,4.7493,31,
5966.99,4.60538,32,
6150.65,4.34222,33,
6214.37,4.34222,34,
6479.82,4.2216,35,
6881.25,4.1075,36,
7614.22,3.70677,37,
7719.12,3.70677,38,
7760,3.70677,39,
8042.72,6.84486,40,
8061.18,6.84486,41,
8264.75,10.5745,42,
8374.96,12.2093,43,
8391.07,13.7377,44,
8467.02,13.4515,45,
8572.69,13.4515,46,
227.876,0,0,
265.766,0,1,
702.886,0,2,
1018.43,0,3,
1195.16,0,4,
1334.71,0,5,
1666.44,0,6,
1743.7,0,7,
1926.03,0,8,
2037.03,0,9,
2120.23,0,10,
2586.88,4.77514,11,
2788.3,7.61118,12,
2859.48,7.61118,13,
2975.66,12,14,
2990.79,12,15,
3029.75,12,16,
3325.81,11.3333,17,
3516.2,10.7368,18,
3801.44,10.2,19,
4131.54,9.27271,20,
4209.55,9.27271,21,
4513.58,8.49999,22,
4635.07,8.15999,23,
4727.24,8.15999,24,
5007.93,7.55555,25,
5233.7,7.55555,26,
5375.8,7.2857,27,
5568.7,6.79999,28,
5698.61,6.79999,29,
6369.88,6.58064,30,
6662.12,6.37499,31,
6895.56,5.82856,32,
7059.48,5.82856,33,
7115.64,5.66666,34,
7169.89,5.51351,35,
7432.28,5.36841,36,
7572.96,5.36841,37,
7904.92,4.9756,38,
8110.65,4.9756,39,
8138.93,4.9756,40,
8296.92,4.74418,41,
8431.14,4.63636,42,
8496.15,4.63636,43,
95.4919,0,0,
253.633,0,1,
428.254,0,2,
614.236,0,3,
630.199,0,4,
951.96,0,5,
1065.95,0,6,
1135.9,0,7,
1179.19,0,8,
1409.2,0,9,
1521.01,0,10,
1796.3,0,11,
1881.94,0,12,
2267.46,0,13,
2280.52,0,14,
2341.17,0,15,
2679.72,0,16,
2735.64,0,17,
2963.63,0,18,
3195.73,0,19,
3487.61,0,20,
3555.96,0,21,
3665.62,0,22,
3781.53,0,23,
3892.52,0,24,
4040.22,0,25,
4140.07,0,26,
4422.13,0,27,
4589.6,0,28,
4598.46,0,29,
4831.66,0,30,
5189.12,0,31,
5448.35,0,32,
5558.62,0,33,
5616.87,0,34,
5816.79,0,35,
5877.22,0,36,
6127.63,0,37,
6392.95,0,38,
6427.44,0,39,
6581.05,0,40,
6784.33,0,41,
6790.64,0,42,
6887.19,0,43,
7183.36,0,44,
7290.4,0,45,
7462.38,0,46,
7625.92,0,47,
7777.75,0,48,
7853.42,0,49,
7926.92,0,50,
8036.9,0,51,
8150.3,0,52,
8448.22,0,53,
8511.04,0,54,
451.709,0,0,
722.548,0,1,
840.812,0,2,
860.919,0,3,
1255.84,0,4,
1321.88,0,5,
1376.32,0,6,
1763.17,0,7,
1935.09,0,8,
2010.08,0,9,
2227.51,0,10,
2738.48,0,11,
3072.69,0,12,
3635.49,0,13,
3666.19,0,14,
3990.53,0,15,
4106.95,0,16,
4223.45,0,17,
4378.28,0,18,
4447.51,0,19,
4664.55,0,20,
4990.03,0,21,
5069.86,0,22,
5081.99,0,23,
5394.72,0,24,
5437.95,0,25,
5721.85,0,26,
5764.22,0,27,
5913.26,0,28,
5923.44,0,29,
6385.78,0,30,
6525.7,0,31,
6667.58,0,32,
6902.14,0,33,
7019.97,0,34,
7377.61,0,35,
7649.02,0,36,
7732.99,1.49776,37,
7872.44,1.49776,38,
8164.37,1.4621,39,
8235.3,1.42809,40,
8326.75,1.42809,41,
8449.97,1.42809,42,
411.327,0,0,
516.035,0,1,
727.06,0,2,
782.255,0,3,
849.846,0,4,
917.69,0,5,
1177.55,0,6,
1566.9,0,7,
1716.82,0,8,
1863.77,0,9,
1876.53,0,10,
2047.84,0,11,
2295.51,0,12,
2325.88,0,13,
2387.69,0,14,
2595.89,0,15,
2760.6,0,16,
2761.41,0,17,
3031.17,0,18,
3109.67,0,19,
3925.43,0,20,
3980.04,0,21,
4294.18,0,22,
4365.24,0,23,
4466.25,0,24,
4582.47,0,25,
4891.24,0,26,
5206.25,0,27,
5482.64,0,28,
5547.56,0,29,
5717.34,0,30,
5847.6,0,31,
6060.55,0,32,
6300.29,0,33,
6382.91,0,34,
6407.38,0,35,
6576.66,0,36,
6748.24,0,37,
6943.04,0,38,
6976.21,0,39,
7040.34,0,40,
7269.95,0,41,
7570.05,0,42,
7666.88,0,43,
7816.26,0,44,
7905.25,0,45,
8119.13,0,46,
8203.66,0,47,
8533.94,0,48,
302.921,0,0,
304.522,0,1,
679.546,0,2,
718.586,0,3,
942.99,0,4,
1007.91,0,5,
1403.23,0,6,
1555.59,0,7,
1657.18,0,8,
1903.24,0,9,
2061.91,0,10,
2408.25,0,11,
2553.2,0.668667,12,
2653.59,0.668667,13,
2654.98,0.668667,14,
2866.96,0.59,15,
2995.11,0.557222,16,
3142.3,0.5015,17,
3168.93,0.5015,18,
3268.22,0.5015,19,
3467.55,0.477619,20,
3951.61,0.417917,21,
3998.72,0.4012,22,
4227.88,0.4012,23,
4425.36,0.385769,24,
4452.57,0.385769,25,
4716.32,0.358214,26,
4785.61,0.358214,27,
5180.76,0.323548,28,
5181.78,0.323548,29,
5322.85,0.323548,30,
5658.35,0.303939,31,
5911.76,0.303939,32,
6039.08,0.286571,33,
6233.59,0.271081,34,
6391,0.263947,35,
6464.2,0.263947,36,
6584.46,0.25075,37,
6599.91,0.25075,38,
6668.31,0.244634,39,
6847.69,0.244634,40,
7124.73,0.23881,41,
7437.31,0.227955,42,
7616.37,0.227955,43,
7782.11,0.218043,44,
7986.86,0.213404,45,
8083.29,0.213404,46,
8219.31,0.208958,47,
8458.13,0.204694,48,
307.791,0,0,
415.739,0,1,
767.907,0,2,
984.966,0,3,
1008.04,0,4,
1061.82,0,5,
1169.79,0,6,
1567.82,0,7,
1593.15,0,8,
1699.95,0,9,
1862.96,0,10,
2024.64,0,11,
2259.65,0,12,
2465.33,0,13,
2929.93,0,14,
3021.55,0,15,
3098.74,0,16,
3267.55,0,17,
3489.18,0,18,
3966.85,0,19,
3979.51,0,20,
4150.45,0,21,
4352.26,0,22,
4526.75,0,23,
4617.87,0,24,
4873.82,0,25,
4878.7,0,26,
5419.89,0,27,
5550.54,0,28,
5817.06,0,29,
5983.06,0,30,
6091.21,0,31,
6179.42,0,32,
6395.43,0,33,
7053.04,0,34,
7136.2,0,35,
7226.66,0,36,
7572.38,0,37,
7628.14,0,38,
7706.67,0,39,
8254.66,0,40,
8318.84,0,41,
8382.96,0,42,
8445.86,0,43,
8552.22,0,44,
105.361,0,0,
225.892,0,1,
547.034,0,2,
973.778,0,3,
1143.09,1.50047,4,
1248.67,1.50047,5,
1461.96,1.31291,6,
1494.52,1.31291,7,
1667.45,1.16704,8,
2138.7,0.954847,9,
2232.75,0.875277,10,
2444.55,0.807948,11,
2652.15,0.750237,12,
2696.67,0.750237,13,
3013.67,0.656457,14,
3263.98,0.583518,15,
3375.56,0.583518,16,
3378.9,0.583518,17,
3565.6,0.525166,18,
3708.15,0.525166,19,
3834.35,0.500158,20,
4331.7,0.477424,21,
4608.18,0.456666,22,
4856.73,0.437638,23,
5132.47,0.420133,24,
5456.18,0.389012,25,
5502.67,0.389012,26,
6147.06,0.362183,27,
6274.75,0.350111,28,
6492.42,0.350111,29,
6654.15,0.338817,30,
6830.12,0.328229,31,
7242.68,0.308921,32,
7283.36,0.308921,33,
7432.03,0.291759,34,
7708.63,0.291759,35,
8093,0.283873,36,
8210.58,0.276403,37,
8430.45,0.256179,38,
8486.01,0.256179,39,
463.735,0,0,
482.393,0,1,
533.949,0,2,
690.69,0,3,
747.27,0,4,
767.817,0,5,
854.939,0,6,
1428.67,0,7,
1621.13,0,8,
1637.19,0,9,
1817.14,0,10,
2026.9,0,11,
2113.34,0,12,
2248.94,0,13,
2311.51,0,14,
2379.92,0,15,
2459.17,0,16,
2508.6,0,17,
2703.86,0,18,
2797.5,0,19,
3024.55,0,20,
3123.19,0,21,
3384.18,0,22,
3583.58,0,23,
3948.46,0,24,
4001.43,0,25,
4283.02,0,26,
4550.48,0,27,
4863.22,0,28,
5086.06,0,29,
5264.45,0,30,
5417.98,0,31,
5511.91,0,32,
5697.34,0,33,
5824.87,0,34,
5874.52,0,35,
6124.87,0,36,
6289.74,0,37,
6297.19,0,38,
6647.65,0,39,
6911.96,0,40,
6937.76,0,41,
7052.16,0,42,
7379.11,0,43,
7507.91,0,44,
7881.63,0,45,
7963.74,0,46,
8056.08,0,47,
8185.27,0.383068,48,
8231.15,1.43763,49,
8540.26,1.43763,50,
163.197,0,0,
384.763,0,1,
399.398,0,2,
526.113,0,3,
866.446,0,4,
1060.99,0,5,
1689.35,0,6,
1882.22,0,7,
2018.23,0,8,
2241.62,0,9,
2376.44,0,10,
2387.94,0,11,
2649.94,1.71882,12,
2776.27,1.6114,13,
2792.39,1.6114,14,
2953.83,1.51661,15,
3071.76,1.35697,16,
3098.63,1.35697,17,
3307.51,1.28912,18,
3501.98,1.22773,19,
3546.7,1.17193,20,
3619.3,1.17193,21,
3950.36,1.12097,22,
4148.22,1.07426,23,
4369.39,1.03129,24,
4480.71,0.954902,25,
4537.5,0.954902,26,
5020.37,0.859412,27,
5064.52,0.859412,28,
5165.57,0.831689,29,
5229.24,0.831689,30,
5534.84,0.805699,31,
5903.86,0.781284,32,
6138.85,0.758305,33,
6420.89,0.716177,34,
6431.73,0.716177,35,
6732.11,0.678483,36,
6736.46,0.678483,37,
7065.36,0.661086,38,
7293.88,0.644559,39,
7592.83,0.613866,40,
7651.01,0.59959,41,
7718.82,0.585963,42,
7848,0.585963,43,
8084.35,0.572941,44,
8372.56,0.548561,45,
8388.72,0.548561,46,
